oa11cd,lsoa11cd,lsoa11nm,msoa11cd,msoa11nm,lad11cd,lad11nm
E00028655,E01005663,Salford 001C,E02001157,Salford 001,E08000006,Salford
E00028656,E01005663,Salford 001C,E02001157,Salford 001,E08000006,Salford
E00028657,E01005661,Salford 004A,E02001160,Salford 004,E08000006,Salford
E00028658,E01005663,Salford 001C,E02001157,Salford 001,E08000006,Salford
E00028659,E01005665,Salford 001E,E02001157,Salford 001,E08000006,Salford
E00028660,E01005659,Salford 001A,E02001157,Salford 001,E08000006,Salford
E00028661,E01005665,Salford 001E,E02001157,Salford 001,E08000006,Salford
E00028662,E01005665,Salford 001E,E02001157,Salford 001,E08000006,Salford
E00028663,E01005664,Salford 001D,E02001157,Salford 001,E08000006,Salford
E00028664,E01005664,Salford 001D,E02001157,Salford 001,E08000006,Salford
E00028665,E01005665,Salford 001E,E02001157,Salford 001,E08000006,Salford
E00028666,E01005664,Salford 001D,E02001157,Salford 001,E08000006,Salford
E00028667,E01005660,Salford 001B,E02001157,Salford 001,E08000006,Salford
E00028668,E01005664,Salford 001D,E02001157,Salford 001,E08000006,Salford
E00028669,E01005659,Salford 001A,E02001157,Salford 001,E08000006,Salford
E00028670,E01005659,Salford 001A,E02001157,Salford 001,E08000006,Salford
E00028671,E01005660,Salford 001B,E02001157,Salford 001,E08000006,Salford
E00028672,E01005660,Salford 001B,E02001157,Salford 001,E08000006,Salford
E00028673,E01005660,Salford 001B,E02001157,Salford 001,E08000006,Salford
E00028674,E01005660,Salford 001B,E02001157,Salford 001,E08000006,Salford
E00028675,E01005659,Salford 001A,E02001157,Salford 001,E08000006,Salford
E00028677,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028680,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028681,E01032915,Salford 028I,E02001184,Salford 028,E08000006,Salford
E00028684,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028686,E01032912,Salford 028G,E02001184,Salford 028,E08000006,Salford
E00028688,E01032914,Salford 028H,E02001184,Salford 028,E08000006,Salford
E00028689,E01032914,Salford 028H,E02001184,Salford 028,E08000006,Salford
E00028690,E01032914,Salford 028H,E02001184,Salford 028,E08000006,Salford
E00028691,E01032912,Salford 028G,E02001184,Salford 028,E08000006,Salford
E00028692,E01032912,Salford 028G,E02001184,Salford 028,E08000006,Salford
E00028693,E01032914,Salford 028H,E02001184,Salford 028,E08000006,Salford
E00028694,E01032912,Salford 028G,E02001184,Salford 028,E08000006,Salford
E00028695,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028696,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028697,E01032915,Salford 028I,E02001184,Salford 028,E08000006,Salford
E00028698,E01005667,Salford 028B,E02001184,Salford 028,E08000006,Salford
E00028699,E01032917,Salford 028J,E02001184,Salford 028,E08000006,Salford
E00028700,E01032917,Salford 028J,E02001184,Salford 028,E08000006,Salford
E00028701,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028702,E01005674,Salford 012B,E02001168,Salford 012,E08000006,Salford
E00028703,E01005678,Salford 008C,E02001164,Salford 008,E08000006,Salford
E00028704,E01005679,Salford 008D,E02001164,Salford 008,E08000006,Salford
E00028705,E01005679,Salford 008D,E02001164,Salford 008,E08000006,Salford
E00028706,E01005676,Salford 005C,E02001161,Salford 005,E08000006,Salford
E00028707,E01005677,Salford 005D,E02001161,Salford 005,E08000006,Salford
E00028708,E01005677,Salford 005D,E02001161,Salford 005,E08000006,Salford
E00028709,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028710,E01005677,Salford 005D,E02001161,Salford 005,E08000006,Salford
E00028711,E01005677,Salford 005D,E02001161,Salford 005,E08000006,Salford
E00028712,E01005678,Salford 008C,E02001164,Salford 008,E08000006,Salford
E00028713,E01005678,Salford 008C,E02001164,Salford 008,E08000006,Salford
E00028714,E01005677,Salford 005D,E02001161,Salford 005,E08000006,Salford
E00028715,E01005678,Salford 008C,E02001164,Salford 008,E08000006,Salford
E00028716,E01005673,Salford 008A,E02001164,Salford 008,E08000006,Salford
E00028717,E01005678,Salford 008C,E02001164,Salford 008,E08000006,Salford
E00028718,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028719,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028720,E01005679,Salford 008D,E02001164,Salford 008,E08000006,Salford
E00028721,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028722,E01005679,Salford 008D,E02001164,Salford 008,E08000006,Salford
E00028723,E01005679,Salford 008D,E02001164,Salford 008,E08000006,Salford
E00028724,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028725,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028726,E01005672,Salford 005B,E02001161,Salford 005,E08000006,Salford
E00028727,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028728,E01005672,Salford 005B,E02001161,Salford 005,E08000006,Salford
E00028729,E01005670,Salford 005A,E02001161,Salford 005,E08000006,Salford
E00028730,E01005672,Salford 005B,E02001161,Salford 005,E08000006,Salford
E00028731,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028732,E01005673,Salford 008A,E02001164,Salford 008,E08000006,Salford
E00028733,E01005672,Salford 005B,E02001161,Salford 005,E08000006,Salford
E00028734,E01005674,Salford 012B,E02001168,Salford 012,E08000006,Salford
E00028735,E01005672,Salford 005B,E02001161,Salford 005,E08000006,Salford
E00028736,E01005673,Salford 008A,E02001164,Salford 008,E08000006,Salford
E00028737,E01005673,Salford 008A,E02001164,Salford 008,E08000006,Salford
E00028738,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028739,E01005673,Salford 008A,E02001164,Salford 008,E08000006,Salford
E00028740,E01005674,Salford 012B,E02001168,Salford 012,E08000006,Salford
E00028741,E01005674,Salford 012B,E02001168,Salford 012,E08000006,Salford
E00028742,E01005671,Salford 012A,E02001168,Salford 012,E08000006,Salford
E00028743,E01005674,Salford 012B,E02001168,Salford 012,E08000006,Salford
E00028745,E01005675,Salford 008B,E02001164,Salford 008,E08000006,Salford
E00028746,E01005675,Salford 008B,E02001164,Salford 008,E08000006,Salford
E00028747,E01005676,Salford 005C,E02001161,Salford 005,E08000006,Salford
E00028748,E01005676,Salford 005C,E02001161,Salford 005,E08000006,Salford
E00028749,E01005676,Salford 005C,E02001161,Salford 005,E08000006,Salford
E00028750,E01032919,Salford 017F,E02001173,Salford 017,E08000006,Salford
E00028752,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028753,E01032919,Salford 017F,E02001173,Salford 017,E08000006,Salford
E00028754,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028755,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028756,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028757,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028758,E01005681,Salford 024C,E02001180,Salford 024,E08000006,Salford
E00028759,E01005681,Salford 024C,E02001180,Salford 024,E08000006,Salford
E00028760,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028761,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028762,E01005680,Salford 017B,E02001173,Salford 017,E08000006,Salford
E00028763,E01005681,Salford 024C,E02001180,Salford 024,E08000006,Salford
E00028764,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028765,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028766,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028767,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028768,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028769,E01005682,Salford 024D,E02001180,Salford 024,E08000006,Salford
E00028770,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028772,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028773,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028776,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028777,E01032919,Salford 017F,E02001173,Salford 017,E08000006,Salford
E00028778,E01032919,Salford 017F,E02001173,Salford 017,E08000006,Salford
E00028780,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028781,E01005683,Salford 017C,E02001173,Salford 017,E08000006,Salford
E00028783,E01032919,Salford 017F,E02001173,Salford 017,E08000006,Salford
E00028784,E01005691,Salford 006C,E02001162,Salford 006,E08000006,Salford
E00028785,E01005691,Salford 006C,E02001162,Salford 006,E08000006,Salford
E00028786,E01005688,Salford 006B,E02001162,Salford 006,E08000006,Salford
E00028787,E01005693,Salford 009D,E02001165,Salford 009,E08000006,Salford
E00028788,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028789,E01005686,Salford 006A,E02001162,Salford 006,E08000006,Salford
E00028790,E01005689,Salford 009B,E02001165,Salford 009,E08000006,Salford
E00028791,E01005692,Salford 006D,E02001162,Salford 006,E08000006,Salford
E00028792,E01005691,Salford 006C,E02001162,Salford 006,E08000006,Salford
E00028793,E01005692,Salford 006D,E02001162,Salford 006,E08000006,Salford
E00028794,E01005693,Salford 009D,E02001165,Salford 009,E08000006,Salford
E00028795,E01005688,Salford 006B,E02001162,Salford 006,E08000006,Salford
E00028796,E01005688,Salford 006B,E02001162,Salford 006,E08000006,Salford
E00028797,E01005693,Salford 009D,E02001165,Salford 009,E08000006,Salford
E00028798,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028799,E01005693,Salford 009D,E02001165,Salford 009,E08000006,Salford
E00028800,E01005691,Salford 006C,E02001162,Salford 006,E08000006,Salford
E00028801,E01005688,Salford 006B,E02001162,Salford 006,E08000006,Salford
E00028802,E01005693,Salford 009D,E02001165,Salford 009,E08000006,Salford
E00028803,E01005692,Salford 006D,E02001162,Salford 006,E08000006,Salford
E00028804,E01005686,Salford 006A,E02001162,Salford 006,E08000006,Salford
E00028805,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028806,E01005688,Salford 006B,E02001162,Salford 006,E08000006,Salford
E00028807,E01005686,Salford 006A,E02001162,Salford 006,E08000006,Salford
E00028808,E01005686,Salford 006A,E02001162,Salford 006,E08000006,Salford
E00028809,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028810,E01005686,Salford 006A,E02001162,Salford 006,E08000006,Salford
E00028811,E01005689,Salford 009B,E02001165,Salford 009,E08000006,Salford
E00028812,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028813,E01005689,Salford 009B,E02001165,Salford 009,E08000006,Salford
E00028814,E01005689,Salford 009B,E02001165,Salford 009,E08000006,Salford
E00028815,E01005689,Salford 009B,E02001165,Salford 009,E08000006,Salford
E00028816,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028817,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028818,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028819,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028820,E01005687,Salford 009A,E02001165,Salford 009,E08000006,Salford
E00028821,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028822,E01005690,Salford 009C,E02001165,Salford 009,E08000006,Salford
E00028823,E01005692,Salford 006D,E02001162,Salford 006,E08000006,Salford
E00028824,E01005691,Salford 006C,E02001162,Salford 006,E08000006,Salford
E00028825,E01005692,Salford 006D,E02001162,Salford 006,E08000006,Salford
E00028826,E01005699,Salford 015C,E02001171,Salford 015,E08000006,Salford
E00028827,E01005700,Salford 012F,E02001168,Salford 012,E08000006,Salford
E00028828,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028829,E01005696,Salford 012D,E02001168,Salford 012,E08000006,Salford
E00028830,E01005700,Salford 012F,E02001168,Salford 012,E08000006,Salford
E00028831,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028832,E01005700,Salford 012F,E02001168,Salford 012,E08000006,Salford
E00028833,E01005697,Salford 014B,E02001170,Salford 014,E08000006,Salford
E00028834,E01005699,Salford 015C,E02001171,Salford 015,E08000006,Salford
E00028835,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028836,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028837,E01005700,Salford 012F,E02001168,Salford 012,E08000006,Salford
E00028838,E01005701,Salford 015D,E02001171,Salford 015,E08000006,Salford
E00028839,E01005697,Salford 014B,E02001170,Salford 014,E08000006,Salford
E00028840,E01005701,Salford 015D,E02001171,Salford 015,E08000006,Salford
E00028841,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028842,E01005699,Salford 015C,E02001171,Salford 015,E08000006,Salford
E00028843,E01005697,Salford 014B,E02001170,Salford 014,E08000006,Salford
E00028844,E01005696,Salford 012D,E02001168,Salford 012,E08000006,Salford
E00028845,E01005701,Salford 015D,E02001171,Salford 015,E08000006,Salford
E00028846,E01005698,Salford 012E,E02001168,Salford 012,E08000006,Salford
E00028847,E01005699,Salford 015C,E02001171,Salford 015,E08000006,Salford
E00028848,E01005701,Salford 015D,E02001171,Salford 015,E08000006,Salford
E00028849,E01005701,Salford 015D,E02001171,Salford 015,E08000006,Salford
E00028850,E01005694,Salford 012C,E02001168,Salford 012,E08000006,Salford
E00028851,E01005700,Salford 012F,E02001168,Salford 012,E08000006,Salford
E00028852,E01005696,Salford 012D,E02001168,Salford 012,E08000006,Salford
E00028853,E01005694,Salford 012C,E02001168,Salford 012,E08000006,Salford
E00028854,E01005697,Salford 014B,E02001170,Salford 014,E08000006,Salford
E00028855,E01005694,Salford 012C,E02001168,Salford 012,E08000006,Salford
E00028856,E01005695,Salford 014A,E02001170,Salford 014,E08000006,Salford
E00028857,E01005694,Salford 012C,E02001168,Salford 012,E08000006,Salford
E00028858,E01005695,Salford 014A,E02001170,Salford 014,E08000006,Salford
E00028859,E01005694,Salford 012C,E02001168,Salford 012,E08000006,Salford
E00028860,E01005696,Salford 012D,E02001168,Salford 012,E08000006,Salford
E00028861,E01005695,Salford 014A,E02001170,Salford 014,E08000006,Salford
E00028862,E01005697,Salford 014B,E02001170,Salford 014,E08000006,Salford
E00028863,E01005695,Salford 014A,E02001170,Salford 014,E08000006,Salford
E00028864,E01005695,Salford 014A,E02001170,Salford 014,E08000006,Salford
E00028865,E01005696,Salford 012D,E02001168,Salford 012,E08000006,Salford
E00028866,E01005699,Salford 015C,E02001171,Salford 015,E08000006,Salford
E00028867,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028868,E01005702,Salford 003A,E02001159,Salford 003,E08000006,Salford
E00028869,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028870,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028871,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028872,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028873,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028874,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028875,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028876,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028877,E01005702,Salford 003A,E02001159,Salford 003,E08000006,Salford
E00028878,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028879,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028880,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028881,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028882,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028883,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028884,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028885,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028886,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028888,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028889,E01005704,Salford 002B,E02001158,Salford 002,E08000006,Salford
E00028890,E01005702,Salford 003A,E02001159,Salford 003,E08000006,Salford
E00028891,E01005704,Salford 002B,E02001158,Salford 002,E08000006,Salford
E00028892,E01005704,Salford 002B,E02001158,Salford 002,E08000006,Salford
E00028893,E01005703,Salford 002A,E02001158,Salford 002,E08000006,Salford
E00028894,E01005702,Salford 003A,E02001159,Salford 003,E08000006,Salford
E00028895,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028896,E01005704,Salford 002B,E02001158,Salford 002,E08000006,Salford
E00028897,E01005702,Salford 003A,E02001159,Salford 003,E08000006,Salford
E00028898,E01005704,Salford 002B,E02001158,Salford 002,E08000006,Salford
E00028899,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028900,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028901,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028902,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028903,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028904,E01005706,Salford 002C,E02001158,Salford 002,E08000006,Salford
E00028905,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028906,E01005707,Salford 003C,E02001159,Salford 003,E08000006,Salford
E00028907,E01005705,Salford 003B,E02001159,Salford 003,E08000006,Salford
E00028908,E01005708,Salford 002D,E02001158,Salford 002,E08000006,Salford
E00028909,E01005717,Salford 013B,E02001169,Salford 013,E08000006,Salford
E00028910,E01005716,Salford 013A,E02001169,Salford 013,E08000006,Salford
E00028911,E01005709,Salford 004C,E02001160,Salford 004,E08000006,Salford
E00028912,E01005709,Salford 004C,E02001160,Salford 004,E08000006,Salford
E00028913,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028914,E01005709,Salford 004C,E02001160,Salford 004,E08000006,Salford
E00028915,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028916,E01005712,Salford 007B,E02001163,Salford 007,E08000006,Salford
E00028917,E01005712,Salford 007B,E02001163,Salford 007,E08000006,Salford
E00028918,E01005710,Salford 004D,E02001160,Salford 004,E08000006,Salford
E00028919,E01005711,Salford 007A,E02001163,Salford 007,E08000006,Salford
E00028920,E01005711,Salford 007A,E02001163,Salford 007,E08000006,Salford
E00028921,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028922,E01005712,Salford 007B,E02001163,Salford 007,E08000006,Salford
E00028923,E01005714,Salford 007D,E02001163,Salford 007,E08000006,Salford
E00028924,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028925,E01005714,Salford 007D,E02001163,Salford 007,E08000006,Salford
E00028926,E01005714,Salford 007D,E02001163,Salford 007,E08000006,Salford
E00028927,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028928,E01005710,Salford 004D,E02001160,Salford 004,E08000006,Salford
E00028929,E01005714,Salford 007D,E02001163,Salford 007,E08000006,Salford
E00028930,E01005713,Salford 007C,E02001163,Salford 007,E08000006,Salford
E00028931,E01005713,Salford 007C,E02001163,Salford 007,E08000006,Salford
E00028932,E01005714,Salford 007D,E02001163,Salford 007,E08000006,Salford
E00028933,E01005713,Salford 007C,E02001163,Salford 007,E08000006,Salford
E00028934,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028935,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028936,E01005713,Salford 007C,E02001163,Salford 007,E08000006,Salford
E00028937,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028938,E01005713,Salford 007C,E02001163,Salford 007,E08000006,Salford
E00028939,E01005715,Salford 007E,E02001163,Salford 007,E08000006,Salford
E00028940,E01005716,Salford 013A,E02001169,Salford 013,E08000006,Salford
E00028941,E01005716,Salford 013A,E02001169,Salford 013,E08000006,Salford
E00028942,E01005717,Salford 013B,E02001169,Salford 013,E08000006,Salford
E00028943,E01005717,Salford 013B,E02001169,Salford 013,E08000006,Salford
E00028944,E01005716,Salford 013A,E02001169,Salford 013,E08000006,Salford
E00028945,E01005717,Salford 013B,E02001169,Salford 013,E08000006,Salford
E00028946,E01005716,Salford 013A,E02001169,Salford 013,E08000006,Salford
E00028947,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028948,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028949,E01005709,Salford 004C,E02001160,Salford 004,E08000006,Salford
E00028950,E01005710,Salford 004D,E02001160,Salford 004,E08000006,Salford
E00028951,E01005710,Salford 004D,E02001160,Salford 004,E08000006,Salford
E00028952,E01005718,Salford 007F,E02001163,Salford 007,E08000006,Salford
E00028953,E01005709,Salford 004C,E02001160,Salford 004,E08000006,Salford
E00028954,E01005712,Salford 007B,E02001163,Salford 007,E08000006,Salford
E00028955,E01005711,Salford 007A,E02001163,Salford 007,E08000006,Salford
E00028956,E01005711,Salford 007A,E02001163,Salford 007,E08000006,Salford
E00028957,E01005711,Salford 007A,E02001163,Salford 007,E08000006,Salford
E00028958,E01005710,Salford 004D,E02001160,Salford 004,E08000006,Salford
E00028959,E01005712,Salford 007B,E02001163,Salford 007,E08000006,Salford
E00028960,E01005723,Salford 021F,E02001177,Salford 021,E08000006,Salford
E00028961,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028962,E01005723,Salford 021F,E02001177,Salford 021,E08000006,Salford
E00028963,E01005724,Salford 021G,E02001177,Salford 021,E08000006,Salford
E00028964,E01005724,Salford 021G,E02001177,Salford 021,E08000006,Salford
E00028965,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028966,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028967,E01005722,Salford 021E,E02001177,Salford 021,E08000006,Salford
E00028968,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028969,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028970,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028971,E01005724,Salford 021G,E02001177,Salford 021,E08000006,Salford
E00028972,E01005724,Salford 021G,E02001177,Salford 021,E08000006,Salford
E00028973,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028974,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028975,E01005722,Salford 021E,E02001177,Salford 021,E08000006,Salford
E00028976,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028977,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028978,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028979,E01005720,Salford 021D,E02001177,Salford 021,E08000006,Salford
E00028980,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028981,E01005720,Salford 021D,E02001177,Salford 021,E08000006,Salford
E00028982,E01005720,Salford 021D,E02001177,Salford 021,E08000006,Salford
E00028983,E01005722,Salford 021E,E02001177,Salford 021,E08000006,Salford
E00028984,E01005721,Salford 023D,E02001179,Salford 023,E08000006,Salford
E00028985,E01005722,Salford 021E,E02001177,Salford 021,E08000006,Salford
E00028986,E01005720,Salford 021D,E02001177,Salford 021,E08000006,Salford
E00028987,E01005722,Salford 021E,E02001177,Salford 021,E08000006,Salford
E00028988,E01005723,Salford 021F,E02001177,Salford 021,E08000006,Salford
E00028989,E01005719,Salford 021C,E02001177,Salford 021,E08000006,Salford
E00028991,E01005720,Salford 021D,E02001177,Salford 021,E08000006,Salford
E00028992,E01005723,Salford 021F,E02001177,Salford 021,E08000006,Salford
E00028993,E01005723,Salford 021F,E02001177,Salford 021,E08000006,Salford
E00028994,E01005724,Salford 021G,E02001177,Salford 021,E08000006,Salford
E00028995,E01005731,Salford 025C,E02001181,Salford 025,E08000006,Salford
E00028996,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00028997,E01005732,Salford 025D,E02001181,Salford 025,E08000006,Salford
E00028998,E01005731,Salford 025C,E02001181,Salford 025,E08000006,Salford
E00028999,E01005733,Salford 019E,E02001175,Salford 019,E08000006,Salford
E00029000,E01005725,Salford 019A,E02001175,Salford 019,E08000006,Salford
E00029001,E01005727,Salford 019C,E02001175,Salford 019,E08000006,Salford
E00029002,E01005727,Salford 019C,E02001175,Salford 019,E08000006,Salford
E00029003,E01005726,Salford 019B,E02001175,Salford 019,E08000006,Salford
E00029004,E01005726,Salford 019B,E02001175,Salford 019,E08000006,Salford
E00029005,E01005727,Salford 019C,E02001175,Salford 019,E08000006,Salford
E00029006,E01005725,Salford 019A,E02001175,Salford 019,E08000006,Salford
E00029007,E01005725,Salford 019A,E02001175,Salford 019,E08000006,Salford
E00029008,E01005727,Salford 019C,E02001175,Salford 019,E08000006,Salford
E00029009,E01005726,Salford 019B,E02001175,Salford 019,E08000006,Salford
E00029010,E01005727,Salford 019C,E02001175,Salford 019,E08000006,Salford
E00029011,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00029012,E01005726,Salford 019B,E02001175,Salford 019,E08000006,Salford
E00029013,E01005728,Salford 019D,E02001175,Salford 019,E08000006,Salford
E00029014,E01005728,Salford 019D,E02001175,Salford 019,E08000006,Salford
E00029015,E01005726,Salford 019B,E02001175,Salford 019,E08000006,Salford
E00029016,E01005728,Salford 019D,E02001175,Salford 019,E08000006,Salford
E00029017,E01005730,Salford 025B,E02001181,Salford 025,E08000006,Salford
E00029018,E01005728,Salford 019D,E02001175,Salford 019,E08000006,Salford
E00029019,E01005728,Salford 019D,E02001175,Salford 019,E08000006,Salford
E00029020,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00029021,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00029022,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00029023,E01005731,Salford 025C,E02001181,Salford 025,E08000006,Salford
E00029024,E01005732,Salford 025D,E02001181,Salford 025,E08000006,Salford
E00029025,E01005730,Salford 025B,E02001181,Salford 025,E08000006,Salford
E00029026,E01005731,Salford 025C,E02001181,Salford 025,E08000006,Salford
E00029027,E01005730,Salford 025B,E02001181,Salford 025,E08000006,Salford
E00029028,E01005729,Salford 025A,E02001181,Salford 025,E08000006,Salford
E00029029,E01005730,Salford 025B,E02001181,Salford 025,E08000006,Salford
E00029030,E01005730,Salford 025B,E02001181,Salford 025,E08000006,Salford
E00029031,E01005732,Salford 025D,E02001181,Salford 025,E08000006,Salford
E00029032,E01005731,Salford 025C,E02001181,Salford 025,E08000006,Salford
E00029033,E01005732,Salford 025D,E02001181,Salford 025,E08000006,Salford
E00029034,E01005725,Salford 019A,E02001175,Salford 019,E08000006,Salford
E00029035,E01005733,Salford 019E,E02001175,Salford 019,E08000006,Salford
E00029036,E01005733,Salford 019E,E02001175,Salford 019,E08000006,Salford
E00029037,E01005733,Salford 019E,E02001175,Salford 019,E08000006,Salford
E00029038,E01005736,Salford 013E,E02001169,Salford 013,E08000006,Salford
E00029039,E01005734,Salford 013C,E02001169,Salford 013,E08000006,Salford
E00029040,E01005734,Salford 013C,E02001169,Salford 013,E08000006,Salford
E00029041,E01005734,Salford 013C,E02001169,Salford 013,E08000006,Salford
E00029042,E01005739,Salford 013G,E02001169,Salford 013,E08000006,Salford
E00029043,E01005739,Salford 013G,E02001169,Salford 013,E08000006,Salford
E00029044,E01005739,Salford 013G,E02001169,Salford 013,E08000006,Salford
E00029045,E01005737,Salford 013F,E02001169,Salford 013,E08000006,Salford
E00029046,E01005740,Salford 014D,E02001170,Salford 014,E08000006,Salford
E00029047,E01005742,Salford 014F,E02001170,Salford 014,E08000006,Salford
