lsoa11cd,wd17cd,wd17nm,lad17cd,lad17nm
E01005743,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005744,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005745,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005746,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005747,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005748,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005749,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005750,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005751,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005752,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005753,E05000783,Brinnington and Central,E08000007,Stockport
E01005754,E05000783,Brinnington and Central,E08000007,Stockport
E01005755,E05000783,Brinnington and Central,E08000007,Stockport
E01005756,E05000783,Brinnington and Central,E08000007,Stockport
E01005757,E05000783,Brinnington and Central,E08000007,Stockport
E01005758,E05000783,Brinnington and Central,E08000007,Stockport
E01005759,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005760,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005635,E05000764,Eccles,E08000006,Salford
E01005636,E05000764,Eccles,E08000006,Salford
E01005637,E05000764,Eccles,E08000006,Salford
E01005638,E05000759,Barton,E08000006,Salford
E01005639,E05000765,Irlam,E08000006,Salford
E01005640,E05000765,Irlam,E08000006,Salford
E01005641,E05000765,Irlam,E08000006,Salford
E01005642,E05000765,Irlam,E08000006,Salford
E01005643,E05000765,Irlam,E08000006,Salford
E01005644,E05000765,Irlam,E08000006,Salford
E01005645,E05000765,Irlam,E08000006,Salford
E01005646,E05000767,Kersal,E08000006,Salford
E01005647,E05000767,Kersal,E08000006,Salford
E01005648,E05000767,Kersal,E08000006,Salford
E01005649,E05000767,Kersal,E08000006,Salford
E01005650,E05000767,Kersal,E08000006,Salford
E01005429,E05000735,St Mary's,E08000004,Oldham
E01005651,E05000767,Kersal,E08000006,Salford
E01005430,E05000735,St Mary's,E08000004,Oldham
E01005652,E05000767,Kersal,E08000006,Salford
E01005431,E05000735,St Mary's,E08000004,Oldham
E01005653,E05000767,Kersal,E08000006,Salford
E01005432,E05000735,St Mary's,E08000004,Oldham
E01005433,E05000735,St Mary's,E08000004,Oldham
E01005654,E05000768,Langworthy,E08000006,Salford
E01005434,E05000719,Alexandra,E08000004,Oldham
E01005655,E05000768,Langworthy,E08000006,Salford
E01005435,E05000728,Medlock Vale,E08000004,Oldham
E01005436,E05000728,Medlock Vale,E08000004,Oldham
E01005437,E05000728,Medlock Vale,E08000004,Oldham
E01005438,E05000728,Medlock Vale,E08000004,Oldham
E01005439,E05000727,Hollinwood,E08000004,Oldham
E01005440,E05000728,Medlock Vale,E08000004,Oldham
E01005441,E05000736,Shaw,E08000004,Oldham
E01005442,E05000736,Shaw,E08000004,Oldham
E01005443,E05000736,Shaw,E08000004,Oldham
E01005444,E05000736,Shaw,E08000004,Oldham
E01005445,E05000736,Shaw,E08000004,Oldham
E01005446,E05000736,Shaw,E08000004,Oldham
E01005447,E05000736,Shaw,E08000004,Oldham
E01005448,E05000737,Waterhead,E08000004,Oldham
E01005688,E05000772,Swinton North,E08000006,Salford
E01005689,E05000772,Swinton North,E08000006,Salford
E01005690,E05000773,Swinton South,E08000006,Salford
E01005691,E05000772,Swinton North,E08000006,Salford
E01005692,E05000772,Swinton North,E08000006,Salford
E01005693,E05000772,Swinton North,E08000006,Salford
E01005694,E05000773,Swinton South,E08000006,Salford
E01005695,E05000778,Worsley,E08000006,Salford
E01005696,E05000773,Swinton South,E08000006,Salford
E01005697,E05000778,Worsley,E08000006,Salford
E01005698,E05000773,Swinton South,E08000006,Salford
E01005699,E05000763,Claremont,E08000006,Salford
E01005700,E05000773,Swinton South,E08000006,Salford
E01005701,E05000773,Swinton South,E08000006,Salford
E01005702,E05000774,Walkden North,E08000006,Salford
E01005703,E05000774,Walkden North,E08000006,Salford
E01005704,E05000774,Walkden North,E08000006,Salford
E01005705,E05000774,Walkden North,E08000006,Salford
E01005706,E05000774,Walkden North,E08000006,Salford
E01005707,E05000774,Walkden North,E08000006,Salford
E01005708,E05000774,Walkden North,E08000006,Salford
E01005709,E05000769,Little Hulton,E08000006,Salford
E01005710,E05000769,Little Hulton,E08000006,Salford
E01005761,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005762,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005763,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005764,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005765,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005766,E05000783,Brinnington and Central,E08000007,Stockport
E01005767,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005768,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005769,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005770,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005771,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005772,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005773,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005774,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005775,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005776,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005777,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005778,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005779,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005780,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005781,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005782,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005783,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005784,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005785,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005786,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005787,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005788,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005789,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005790,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005791,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005792,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005793,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005794,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005795,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005796,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005797,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005798,E05000799,Stepping Hill,E08000007,Stockport
E01005799,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005800,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005801,E05000799,Stepping Hill,E08000007,Stockport
E01005802,E05000799,Stepping Hill,E08000007,Stockport
E01005803,E05000799,Stepping Hill,E08000007,Stockport
E01005804,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005805,E05000789,Hazel Grove,E08000007,Stockport
E01005806,E05000799,Stepping Hill,E08000007,Stockport
E01005807,E05000789,Hazel Grove,E08000007,Stockport
E01005808,E05000779,Bramhall North,E08000007,Stockport
E01005809,E05000779,Bramhall North,E08000007,Stockport
E01005810,E05000779,Bramhall North,E08000007,Stockport
E01005811,E05000779,Bramhall North,E08000007,Stockport
E01005812,E05000779,Bramhall North,E08000007,Stockport
E01005813,E05000779,Bramhall North,E08000007,Stockport
E01005814,E05000799,Stepping Hill,E08000007,Stockport
E01005815,E05000799,Stepping Hill,E08000007,Stockport
E01005816,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005817,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005818,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005819,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005820,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005821,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005822,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005823,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005824,E05000796,Offerton,E08000007,Stockport
E01005825,E05000793,Manor,E08000007,Stockport
E01005826,E05000796,Offerton,E08000007,Stockport
E01005827,E05000796,Offerton,E08000007,Stockport
E01005828,E05000796,Offerton,E08000007,Stockport
E01005829,E05000796,Offerton,E08000007,Stockport
E01005830,E05000799,Stepping Hill,E08000007,Stockport
E01005831,E05000799,Stepping Hill,E08000007,Stockport
E01005832,E05000796,Offerton,E08000007,Stockport
E01005833,E05000796,Offerton,E08000007,Stockport
E01005834,E05000789,Hazel Grove,E08000007,Stockport
E01005835,E05000796,Offerton,E08000007,Stockport
E01005836,E05000789,Hazel Grove,E08000007,Stockport
E01005837,E05000796,Offerton,E08000007,Stockport
E01005838,E05000789,Hazel Grove,E08000007,Stockport
E01005839,E05000789,Hazel Grove,E08000007,Stockport
E01005840,E05000789,Hazel Grove,E08000007,Stockport
E01005841,E05000789,Hazel Grove,E08000007,Stockport
E01005842,E05000789,Hazel Grove,E08000007,Stockport
E01005843,E05000796,Offerton,E08000007,Stockport
E01005844,E05000790,Heald Green,E08000007,Stockport
E01005845,E05000790,Heald Green,E08000007,Stockport
E01005846,E05000790,Heald Green,E08000007,Stockport
E01005847,E05000790,Heald Green,E08000007,Stockport
E01005848,E05000790,Heald Green,E08000007,Stockport
E01005849,E05000790,Heald Green,E08000007,Stockport
E01005850,E05000790,Heald Green,E08000007,Stockport
E01005851,E05000790,Heald Green,E08000007,Stockport
E01005852,E05000792,Heatons South,E08000007,Stockport
E01005853,E05000792,Heatons South,E08000007,Stockport
E01005854,E05000792,Heatons South,E08000007,Stockport
E01005855,E05000792,Heatons South,E08000007,Stockport
E01005856,E05000792,Heatons South,E08000007,Stockport
E01005857,E05000792,Heatons South,E08000007,Stockport
E01005858,E05000792,Heatons South,E08000007,Stockport
E01005859,E05000791,Heatons North,E08000007,Stockport
E01005860,E05000792,Heatons South,E08000007,Stockport
E01005911,E05000795,Marple South and High Lane,E08000007,Stockport
E01005912,E05000795,Marple South and High Lane,E08000007,Stockport
E01006111,E05000825,Clifford,E08000009,Trafford
E01005913,E05000795,Marple South and High Lane,E08000007,Stockport
E01005914,E05000798,Reddish South,E08000007,Stockport
E01005861,E05000792,Heatons South,E08000007,Stockport
E01005915,E05000798,Reddish South,E08000007,Stockport
E01005916,E05000798,Reddish South,E08000007,Stockport
E01005917,E05000798,Reddish South,E08000007,Stockport
E01005918,E05000783,Brinnington and Central,E08000007,Stockport
E01005919,E05000791,Heatons North,E08000007,Stockport
E01005920,E05000791,Heatons North,E08000007,Stockport
E01005921,E05000798,Reddish South,E08000007,Stockport
E01005922,E05000798,Reddish South,E08000007,Stockport
E01005923,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005924,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005925,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005926,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005927,E05000779,Bramhall North,E08000007,Stockport
E01005928,E05000779,Bramhall North,E08000007,Stockport
E01005929,E05000779,Bramhall North,E08000007,Stockport
E01005930,E05000779,Bramhall North,E08000007,Stockport
E01005931,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005932,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005933,E05000800,Ashton Hurst,E08000008,Tameside
E01005934,E05000800,Ashton Hurst,E08000008,Tameside
E01005935,E05000800,Ashton Hurst,E08000008,Tameside
E01005936,E05000800,Ashton Hurst,E08000008,Tameside
E01005937,E05000800,Ashton Hurst,E08000008,Tameside
E01005938,E05000800,Ashton Hurst,E08000008,Tameside
E01005939,E05000800,Ashton Hurst,E08000008,Tameside
E01005940,E05000800,Ashton Hurst,E08000008,Tameside
E01005941,E05000801,Ashton St Michael's,E08000008,Tameside
E01005942,E05000801,Ashton St Michael's,E08000008,Tameside
E01005943,E05000801,Ashton St Michael's,E08000008,Tameside
E01005944,E05000801,Ashton St Michael's,E08000008,Tameside
E01005945,E05000801,Ashton St Michael's,E08000008,Tameside
E01005946,E05000801,Ashton St Michael's,E08000008,Tameside
E01005947,E05000801,Ashton St Michael's,E08000008,Tameside
E01005948,E05000816,St Peter's,E08000008,Tameside
E01005949,E05000816,St Peter's,E08000008,Tameside
E01005950,E05000816,St Peter's,E08000008,Tameside
E01005951,E05000816,St Peter's,E08000008,Tameside
E01005952,E05000816,St Peter's,E08000008,Tameside
E01005953,E05000816,St Peter's,E08000008,Tameside
E01005954,E05000802,Ashton Waterloo,E08000008,Tameside
E01005955,E05000802,Ashton Waterloo,E08000008,Tameside
E01005956,E05000802,Ashton Waterloo,E08000008,Tameside
E01005957,E05000802,Ashton Waterloo,E08000008,Tameside
E01005958,E05000802,Ashton Waterloo,E08000008,Tameside
E01005959,E05000802,Ashton Waterloo,E08000008,Tameside
E01005960,E05000802,Ashton Waterloo,E08000008,Tameside
E01006112,E05000825,Clifford,E08000009,Trafford
E01006113,E05000825,Clifford,E08000009,Trafford
E01006114,E05000832,Longford,E08000009,Trafford
E01006115,E05000825,Clifford,E08000009,Trafford
E01006116,E05000826,Davyhulme East,E08000009,Trafford
E01006117,E05000826,Davyhulme East,E08000009,Trafford
E01006118,E05000826,Davyhulme East,E08000009,Trafford
E01006119,E05000826,Davyhulme East,E08000009,Trafford
E01006120,E05000826,Davyhulme East,E08000009,Trafford
E01006121,E05000826,Davyhulme East,E08000009,Trafford
E01006122,E05000827,Davyhulme West,E08000009,Trafford
E01006123,E05000827,Davyhulme West,E08000009,Trafford
E01006124,E05000827,Davyhulme West,E08000009,Trafford
E01006125,E05000827,Davyhulme West,E08000009,Trafford
E01006126,E05000827,Davyhulme West,E08000009,Trafford
E01006127,E05000827,Davyhulme West,E08000009,Trafford
E01006128,E05000828,Flixton,E08000009,Trafford
E01006129,E05000828,Flixton,E08000009,Trafford
E01006130,E05000828,Flixton,E08000009,Trafford
E01006131,E05000828,Flixton,E08000009,Trafford
E01006132,E05000828,Flixton,E08000009,Trafford
E01006133,E05000828,Flixton,E08000009,Trafford
E01006134,E05000830,Hale Barns,E08000009,Trafford
E01006135,E05000830,Hale Barns,E08000009,Trafford
E01006136,E05000830,Hale Barns,E08000009,Trafford
E01006137,E05000830,Hale Barns,E08000009,Trafford
E01006138,E05000830,Hale Barns,E08000009,Trafford
E01006139,E05000831,Hale Central,E08000009,Trafford
E01006140,E05000831,Hale Central,E08000009,Trafford
E01006141,E05000832,Longford,E08000009,Trafford
E01006142,E05000832,Longford,E08000009,Trafford
E01006143,E05000832,Longford,E08000009,Trafford
E01006144,E05000836,Stretford,E08000009,Trafford
E01006145,E05000832,Longford,E08000009,Trafford
E01006146,E05000832,Longford,E08000009,Trafford
E01006147,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006148,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006149,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006150,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006151,E05000834,St Mary's,E08000009,Trafford
E01006152,E05000834,St Mary's,E08000009,Trafford
E01006153,E05000822,Broadheath,E08000009,Trafford
E01006154,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006155,E05000838,Urmston,E08000009,Trafford
E01006156,E05000829,Gorse Hill,E08000009,Trafford
E01006157,E05000829,Gorse Hill,E08000009,Trafford
E01006158,E05000829,Gorse Hill,E08000009,Trafford
E01006159,E05000829,Gorse Hill,E08000009,Trafford
E01006160,E05000833,Priory,E08000009,Trafford
E01005862,E05000798,Reddish South,E08000007,Stockport
E01006061,E05000817,Stalybridge North,E08000008,Tameside
E01006062,E05000817,Stalybridge North,E08000008,Tameside
E01006063,E05000817,Stalybridge North,E08000008,Tameside
E01006064,E05000817,Stalybridge North,E08000008,Tameside
E01006065,E05000817,Stalybridge North,E08000008,Tameside
E01006066,E05000817,Stalybridge North,E08000008,Tameside
E01006067,E05000818,Stalybridge South,E08000008,Tameside
E01006068,E05000818,Stalybridge South,E08000008,Tameside
E01006069,E05000818,Stalybridge South,E08000008,Tameside
E01006070,E05000818,Stalybridge South,E08000008,Tameside
E01006071,E05000818,Stalybridge South,E08000008,Tameside
E01006072,E05000818,Stalybridge South,E08000008,Tameside
E01006073,E05000818,Stalybridge South,E08000008,Tameside
E01006074,E05000819,Altrincham,E08000009,Trafford
E01006075,E05000819,Altrincham,E08000009,Trafford
E01006076,E05000819,Altrincham,E08000009,Trafford
E01006077,E05000831,Hale Central,E08000009,Trafford
E01006078,E05000819,Altrincham,E08000009,Trafford
E01006079,E05000819,Altrincham,E08000009,Trafford
E01006080,E05000819,Altrincham,E08000009,Trafford
E01006081,E05000821,Bowdon,E08000009,Trafford
E01006082,E05000821,Bowdon,E08000009,Trafford
E01006083,E05000831,Hale Central,E08000009,Trafford
E01006084,E05000831,Hale Central,E08000009,Trafford
E01006085,E05000821,Bowdon,E08000009,Trafford
E01006086,E05000821,Bowdon,E08000009,Trafford
E01006087,E05000821,Bowdon,E08000009,Trafford
E01006088,E05000831,Hale Central,E08000009,Trafford
E01006089,E05000822,Broadheath,E08000009,Trafford
E01006090,E05000822,Broadheath,E08000009,Trafford
E01006091,E05000822,Broadheath,E08000009,Trafford
E01006092,E05000822,Broadheath,E08000009,Trafford
E01006093,E05000822,Broadheath,E08000009,Trafford
E01006094,E05000822,Broadheath,E08000009,Trafford
E01006095,E05000834,St Mary's,E08000009,Trafford
E01006096,E05000822,Broadheath,E08000009,Trafford
E01006097,E05000823,Brooklands,E08000009,Trafford
E01006098,E05000823,Brooklands,E08000009,Trafford
E01006099,E05000823,Brooklands,E08000009,Trafford
E01006100,E05000823,Brooklands,E08000009,Trafford
E01006101,E05000823,Brooklands,E08000009,Trafford
E01006102,E05000823,Brooklands,E08000009,Trafford
E01006103,E05000823,Brooklands,E08000009,Trafford
E01006104,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006105,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006106,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006107,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006108,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006109,E05000825,Clifford,E08000009,Trafford
E01006110,E05000825,Clifford,E08000009,Trafford
E01005863,E05000791,Heatons North,E08000007,Stockport
E01006011,E05000809,Dukinfield,E08000008,Tameside
E01005961,E05000803,Audenshaw,E08000008,Tameside
E01005864,E05000791,Heatons North,E08000007,Stockport
E01005865,E05000791,Heatons North,E08000007,Stockport
E01005866,E05000791,Heatons North,E08000007,Stockport
E01005867,E05000791,Heatons North,E08000007,Stockport
E01005868,E05000791,Heatons North,E08000007,Stockport
E01005869,E05000791,Heatons North,E08000007,Stockport
E01005870,E05000793,Manor,E08000007,Stockport
E01005871,E05000793,Manor,E08000007,Stockport
E01005872,E05000793,Manor,E08000007,Stockport
E01005873,E05000793,Manor,E08000007,Stockport
E01005874,E05000793,Manor,E08000007,Stockport
E01005875,E05000793,Manor,E08000007,Stockport
E01005876,E05000793,Manor,E08000007,Stockport
E01005877,E05000793,Manor,E08000007,Stockport
E01005878,E05000794,Marple North,E08000007,Stockport
E01005879,E05000795,Marple South and High Lane,E08000007,Stockport
E01005880,E05000794,Marple North,E08000007,Stockport
E01005881,E05000794,Marple North,E08000007,Stockport
E01005882,E05000794,Marple North,E08000007,Stockport
E01005883,E05000794,Marple North,E08000007,Stockport
E01005884,E05000794,Marple North,E08000007,Stockport
E01005885,E05000794,Marple North,E08000007,Stockport
E01005886,E05000797,Reddish North,E08000007,Stockport
E01005887,E05000797,Reddish North,E08000007,Stockport
E01005888,E05000797,Reddish North,E08000007,Stockport
E01005889,E05000797,Reddish North,E08000007,Stockport
E01005890,E05000797,Reddish North,E08000007,Stockport
E01005891,E05000797,Reddish North,E08000007,Stockport
E01005892,E05000798,Reddish South,E08000007,Stockport
E01005893,E05000797,Reddish North,E08000007,Stockport
E01005894,E05000797,Reddish North,E08000007,Stockport
E01005895,E05000798,Reddish South,E08000007,Stockport
E01005896,E05000797,Reddish North,E08000007,Stockport
E01005897,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005898,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005899,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005900,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005901,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005902,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005903,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005904,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005905,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005906,E05000795,Marple South and High Lane,E08000007,Stockport
E01005907,E05000795,Marple South and High Lane,E08000007,Stockport
E01005908,E05000794,Marple North,E08000007,Stockport
E01005909,E05000795,Marple South and High Lane,E08000007,Stockport
E01005910,E05000795,Marple South and High Lane,E08000007,Stockport
E01005962,E05000803,Audenshaw,E08000008,Tameside
E01005963,E05000803,Audenshaw,E08000008,Tameside
E01005964,E05000803,Audenshaw,E08000008,Tameside
E01005965,E05000816,St Peter's,E08000008,Tameside
E01005966,E05000803,Audenshaw,E08000008,Tameside
E01005967,E05000803,Audenshaw,E08000008,Tameside
E01005968,E05000803,Audenshaw,E08000008,Tameside
E01005969,E05000803,Audenshaw,E08000008,Tameside
E01005970,E05000804,Denton North East,E08000008,Tameside
E01005971,E05000804,Denton North East,E08000008,Tameside
E01005972,E05000804,Denton North East,E08000008,Tameside
E01005973,E05000804,Denton North East,E08000008,Tameside
E01005974,E05000804,Denton North East,E08000008,Tameside
E01005975,E05000806,Denton West,E08000008,Tameside
E01005976,E05000804,Denton North East,E08000008,Tameside
E01005977,E05000804,Denton North East,E08000008,Tameside
E01005978,E05000805,Denton South,E08000008,Tameside
E01005979,E05000805,Denton South,E08000008,Tameside
E01005980,E05000805,Denton South,E08000008,Tameside
E01005981,E05000805,Denton South,E08000008,Tameside
E01005982,E05000805,Denton South,E08000008,Tameside
E01005983,E05000805,Denton South,E08000008,Tameside
E01005984,E05000805,Denton South,E08000008,Tameside
E01005985,E05000806,Denton West,E08000008,Tameside
E01005986,E05000806,Denton West,E08000008,Tameside
E01005987,E05000806,Denton West,E08000008,Tameside
E01005988,E05000806,Denton West,E08000008,Tameside
E01005989,E05000806,Denton West,E08000008,Tameside
E01005990,E05000806,Denton West,E08000008,Tameside
E01005991,E05000806,Denton West,E08000008,Tameside
E01005992,E05000806,Denton West,E08000008,Tameside
E01005993,E05000807,Droylsden East,E08000008,Tameside
E01005994,E05000808,Droylsden West,E08000008,Tameside
E01005995,E05000807,Droylsden East,E08000008,Tameside
E01005996,E05000807,Droylsden East,E08000008,Tameside
E01005997,E05000807,Droylsden East,E08000008,Tameside
E01005998,E05000807,Droylsden East,E08000008,Tameside
E01005999,E05000807,Droylsden East,E08000008,Tameside
E01006000,E05000807,Droylsden East,E08000008,Tameside
E01006001,E05000808,Droylsden West,E08000008,Tameside
E01006002,E05000808,Droylsden West,E08000008,Tameside
E01006003,E05000808,Droylsden West,E08000008,Tameside
E01006004,E05000808,Droylsden West,E08000008,Tameside
E01006005,E05000808,Droylsden West,E08000008,Tameside
E01006006,E05000808,Droylsden West,E08000008,Tameside
E01006007,E05000808,Droylsden West,E08000008,Tameside
E01006008,E05000809,Dukinfield,E08000008,Tameside
E01006012,E05000809,Dukinfield,E08000008,Tameside
E01006009,E05000809,Dukinfield,E08000008,Tameside
E01006010,E05000809,Dukinfield,E08000008,Tameside
E01006013,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006014,E05000809,Dukinfield,E08000008,Tameside
E01006015,E05000809,Dukinfield,E08000008,Tameside
E01006016,E05000809,Dukinfield,E08000008,Tameside
E01006017,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006018,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006019,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006020,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006021,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006022,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006023,E05000810,Dukinfield Stalybridge,E08000008,Tameside
E01006024,E05000811,Hyde Godley,E08000008,Tameside
E01006025,E05000811,Hyde Godley,E08000008,Tameside
E01006026,E05000811,Hyde Godley,E08000008,Tameside
E01006027,E05000811,Hyde Godley,E08000008,Tameside
E01006028,E05000811,Hyde Godley,E08000008,Tameside
E01006029,E05000811,Hyde Godley,E08000008,Tameside
E01006030,E05000811,Hyde Godley,E08000008,Tameside
E01006031,E05000812,Hyde Newton,E08000008,Tameside
E01006032,E05000812,Hyde Newton,E08000008,Tameside
E01006033,E05000812,Hyde Newton,E08000008,Tameside
E01006034,E05000812,Hyde Newton,E08000008,Tameside
E01006035,E05000812,Hyde Newton,E08000008,Tameside
E01006036,E05000812,Hyde Newton,E08000008,Tameside
E01006037,E05000812,Hyde Newton,E08000008,Tameside
E01006038,E05000812,Hyde Newton,E08000008,Tameside
E01006039,E05000813,Hyde Werneth,E08000008,Tameside
E01006040,E05000813,Hyde Werneth,E08000008,Tameside
E01006041,E05000813,Hyde Werneth,E08000008,Tameside
E01006042,E05000813,Hyde Werneth,E08000008,Tameside
E01006043,E05000813,Hyde Werneth,E08000008,Tameside
E01006044,E05000813,Hyde Werneth,E08000008,Tameside
E01006045,E05000813,Hyde Werneth,E08000008,Tameside
E01006046,E05000813,Hyde Werneth,E08000008,Tameside
E01006047,E05000814,Longdendale,E08000008,Tameside
E01006048,E05000814,Longdendale,E08000008,Tameside
E01006049,E05000814,Longdendale,E08000008,Tameside
E01006050,E05000814,Longdendale,E08000008,Tameside
E01006051,E05000814,Longdendale,E08000008,Tameside
E01006052,E05000814,Longdendale,E08000008,Tameside
E01006053,E05000815,Mossley,E08000008,Tameside
E01006054,E05000815,Mossley,E08000008,Tameside
E01006055,E05000815,Mossley,E08000008,Tameside
E01006056,E05000815,Mossley,E08000008,Tameside
E01006057,E05000815,Mossley,E08000008,Tameside
E01006058,E05000815,Mossley,E08000008,Tameside
E01006059,E05000815,Mossley,E08000008,Tameside
E01006060,E05000817,Stalybridge North,E08000008,Tameside
E01006161,E05000833,Priory,E08000009,Trafford
E01006162,E05000833,Priory,E08000009,Trafford
E01006163,E05000833,Priory,E08000009,Trafford
E01006164,E05000833,Priory,E08000009,Trafford
E01006165,E05000833,Priory,E08000009,Trafford
E01006166,E05000834,St Mary's,E08000009,Trafford
E01006167,E05000834,St Mary's,E08000009,Trafford
E01006168,E05000834,St Mary's,E08000009,Trafford
E01006169,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006170,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006171,E05000824,Bucklow-St Martins,E08000009,Trafford
E01006172,E05000834,St Mary's,E08000009,Trafford
E01006173,E05000835,Sale Moor,E08000009,Trafford
E01006174,E05000835,Sale Moor,E08000009,Trafford
E01006175,E05000835,Sale Moor,E08000009,Trafford
E01006176,E05000835,Sale Moor,E08000009,Trafford
E01006177,E05000835,Sale Moor,E08000009,Trafford
E01006178,E05000835,Sale Moor,E08000009,Trafford
E01006179,E05000836,Stretford,E08000009,Trafford
E01006180,E05000836,Stretford,E08000009,Trafford
E01006181,E05000836,Stretford,E08000009,Trafford
E01006182,E05000836,Stretford,E08000009,Trafford
E01006183,E05000836,Stretford,E08000009,Trafford
E01006184,E05000838,Urmston,E08000009,Trafford
E01006185,E05000825,Clifford,E08000009,Trafford
E01006186,E05000829,Gorse Hill,E08000009,Trafford
